uri	artists	track_title	release_date	release_date_precision	genre	record_label	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	clusters
spotify:track:6kkf975GwERykpvOTu7IXZ	Kevin de Vries	Metro	2023	day	Melodic House & Techno	Afterlife Records	0.633	0.961	4	-3.975	0	0.0503	0.000968	0.808	0.145	0.0433	125.033	239586	16
spotify:track:2cWMmNQ28pgk90GLY3Si3N	Kevin McKay	On My Own (Extended Mix)	2022	day	Deep House	Glasgow Underground	0.818	0.779	6	-6.091	1	0.0628	0.0011	0.836	0.063	0.68	128.005	352500	7
spotify:track:0NFchYXJVNxHb693dpIs0t	Kevin McKay	Work	2022	day	Tech House	Glasgow Underground	0.853	0.948	11	-5.671	0	0.1	0.00163	0.0341	0.252	0.38	127.994	217500	-1
spotify:track:6fSMVzqXKmQnUK7oEaVtTG	Khen	Babylon	2023	day	Organic House / Downtempo	Closure	0.813	0.874	7	-7.915	0	0.127	0.0023	0.863	0.369	0.344	122.001	446164	-1
spotify:track:2twuGqldk9Zv9cM7EIWdPQ	Khen	Purple	2023	day	Organic House / Downtempo	Closure	0.809	0.902	7	-9.945	1	0.0561	0.00117	0.87	0.0646	0.624	120.999	461489	9
spotify:track:4otX54r0wgQTPMn2k1ayjK	Khen	Children With No Name	2017	day	Progressive House	Plattenbank	0.716	0.922	1	-10.897	1	0.04	0.00299	0.748	0.0884	0.11	121.918	590531	-1
spotify:track:2eecMhhM6apN3hgDZqwtr9	Kid Simius	Planet of the Simius (Hidden Empire Remix)	2018	day	Electronica	Jirafa Records	0.856	0.799	11	-7.177	1	0.0635	0.00136	0.831	0.964	0.228	123.987	377160	2
spotify:track:2tFTewJqjVkTRmHpXQrhis	Kidnap	Moments (Ben Böhmer & Nils Hoffmann Extended Remix)	2020	day	Melodic House & Techno	Armada Electronic Elements	0.785	0.416	7	-12.787	0	0.0527	0.458	0.904	0.11	0.204	121.005	351132	22
spotify:track:3EUbMyF29pFMicedN2C7iH	Kiesza	Hideaway (Gorgon City Remix)	2015	day	House	Virgin EMI	0.818	0.872	7	-6.347	1	0.0734	0.00051	0.673	0.124	0.887	124.0	311283	7
spotify:track:7FGho3Adev1y2hTB949PGv	Klangkarussell	Netzwerk (Falls Like Rain)	2014	day	Dance / Electro Pop	Virgin	0.55	0.749	7	-5.402	0	0.0403	0.004	8.74e-05	0.231	0.221	128.011	228973	4
spotify:track:4YRvb9B8cgvhst11qk8CKn	Klangkarussell	Sonnentanz	2014	day	Deep House	Stil Vor Talent	0.646	0.359	5	-10.388	0	0.155	0.247	0.914	0.0872	0.154	119.885	360147	19
spotify:track:7b0lTuP5es4A2zDcIiHHGc	Klangkarussell	Swan Song (Inspired by 'The Outlaw Ocean' a book by Ian Urbina)	2021	day	Dance / Electro Pop	Bias Beach Records	0.882	0.535	1	-9.16	1	0.0552	0.248	0.856	0.115	0.0398	121.01	414523	-1
spotify:track:4O8Sywvd8Sd7ccjNg1oArm	Klangkarussell	Netzwerk (Falls Like Rain) (Zwette Remix)	2014	day	Dance / Electro Pop	Virgin	0.89	0.4	5	-9.771	1	0.0485	0.00242	0.04	0.0509	0.763	124.003	419701	15
spotify:track:7p3dHzH2BadJI74eYNPo5o	Klanglos	Discovery	2020	day	Techno (Peak Time / Driving)	ERROR Records	0.663	0.732	9	-8.73	0	0.0507	0.00344	0.116	0.093	0.29	127.98	331875	4
spotify:track:1wCjlErPp61MwhSvm09lsF	Klanglos	Vergessen	2020	day	Techno (Peak Time / Driving)	ERROR Records	0.794	0.879	2	-7.344	0	0.0894	0.00793	0.827	0.218	0.0381	130.001	542769	-1
spotify:track:6faLXLiju97d1y3d72piKa	Kobosil	Born In 1968	2019	day	Techno (Peak Time / Driving)	R LABEL GROUP	0.713	0.707	11	-7.917	0	0.0727	0.0109	0.792	0.106	0.675	135.002	307800	7
spotify:track:0L7tuyMZF1V61SrXL1tvrI	Kollektiv Ost	Love Is What	2022	day	Melodic House & Techno	Datscha Music	0.809	0.789	1	-11.114	0	0.0539	0.000133	0.907	0.107	0.122	123.014	367078	13
spotify:track:5iTtRWGD1PFxKyEGYY966Y	Kollektiv Turmstrasse	Jupiter Sunrise	2016	day	Electronica	Diynamic	0.761	0.671	11	-13.346	0	0.0418	0.513	0.919	0.115	0.119	120.003	248957	22
spotify:track:4FpawvuBz4HxTz7UqR4ter	Kollektiv Turmstrasse	Sorry I Am Late (Extended)	2016	day	Tech House	FFRR	0.851	0.535	6	-12.51	1	0.0688	0.0214	0.734	0.0662	0.353	122.016	489714	31
spotify:track:2oRrosZu67qZ1g0FvxFVBS	Konstantin Sibold	Shake This World	2022	day	Melodic House & Techno	Afterlife Records	0.758	0.882	10	-7.27	0	0.0444	0.008	0.853	0.114	0.151	126.006	344762	40
spotify:track:58LPfuUQvxdXpQik7aMwd6	Kormak	Keep On	2019	day	Tech House	LouLou Records	0.94	0.869	11	-7.958	0	0.25	0.00238	0.0191	0.118	0.539	123.038	394154	0
spotify:track:3HTfvvVlBBJNMwhUehfF2v	Kraak & Smaak	Sweet Time (Yuksek Remix)	2021	day	Nu Disco / Disco	Boogie Angst	0.698	0.803	9	-7.659	0	0.0434	0.00248	0.0024	0.0233	0.841	121.036	262796	10
spotify:track:1Xxa1bDLOyCK5ck8gu8hpg	KREAM	Once Again	2022	day	Dance / Electro Pop	Musical Freedom	0.745	0.881	5	-6.228	0	0.089	0.0396	0.255	0.0704	0.626	123.0	158074	11
spotify:track:5F2lWCeBZMxpo6SG1Q3PlL	Kungs	Don't You Know (Radio Edit)	2016	day	Dance / Electro Pop	Universal Music	0.743	0.736	2	-4.849	1	0.0628	0.0652	0.0078	0.12	0.605	119.981	184987	11
spotify:track:45JMAmiJL5QbFXcYmBxGmp	Kurd Maverick	Dancing To (Extended Mix)	2020	day	House	Toolroom	0.831	0.951	5	-6.084	0	0.0523	0.00489	0.895	0.125	0.806	123.006	312195	7
spotify:track:0RmFSDO6pdBDBqiYfCf4Be	Kurt Leon	Treibjagd (T78 Remix)	2019	day	Techno (Peak Time / Driving)	Ragnarok	0.809	0.931	8	-4.485	1	0.118	0.00276	0.302	0.288	0.307	127.008	362835	1
spotify:track:6OI5X4seOwTnuJ5IBRyFEP	Kwartz	Show me that light (Cleric Remix)	2018	day	Techno (Raw / Deep / Hypnotic)	Clergy	0.738	0.667	4	-13.558	0	0.054	0.252	0.939	0.112	0.0308	134.004	384550	21
spotify:track:0LRshqJ0jIzQXIzSqIPsEt	Kyle Walker	Midnight Dancer	2021	day	Dance / Electro Pop	Another Rhythm Records	0.813	0.971	11	-8.037	0	0.0683	0.00806	0.869	0.0595	0.751	127.016	240015	7
spotify:track:4KZbPvwW0OoWvGatXXnLM9	Kölsch	Environ	2023	day	Melodic House & Techno	Kompakt Extra	0.773	0.595	9	-9.151	0	0.0491	0.00551	0.893	0.112	0.0722	128.005	330188	31
spotify:track:0vF6GWMwgKg3wsQkBSIaWY	Kölsch	Hold	2021	day	Melodic House & Techno	IPSO	0.57	0.841	0	-5.366	1	0.0369	0.00215	0.896	0.196	0.0478	128.01	247500	-1
spotify:track:5plDcIUqvmCsbc1rvJRfk1	Kölsch	Loreley	2013	day	Techno (Peak Time / Driving)	Kompakt Extra	0.781	0.509	9	-7.793	0	0.122	0.291	2.23e-05	0.112	0.0311	127.964	345000	-1
spotify:track:3p6sOH6NixTgRTDnDTLkHX	Kölsch	Remind You	2020	day	Melodic House & Techno	Kompakt	0.551	0.778	8	-10.939	1	0.0381	0.00229	0.683	0.109	0.195	127.02	355587	-1
spotify:track:0lenLbjzr7nDOUt5Ll9iwf	Kölsch	Gate	2023	day	Melodic House & Techno	IPSO	0.648	0.885	2	-7.915	1	0.0534	0.00177	0.854	0.128	0.0312	126.966	343765	27
spotify:track:0ZY9kPt23t9OVMLyybvKCj	Kölsch	HAL	2018	day	Melodic House & Techno	IPSO	0.791	0.927	4	-10.172	0	0.0499	0.08	0.815	0.0912	0.0326	125.006	345360	-1
spotify:track:5hGBJKU8aJaZPVSV7NxoTp	Kölsch	All that matters	2013	day	Melodic House & Techno	Kompakt	0.655	0.725	9	-9.93	0	0.0358	0.545	0.358	0.111	0.355	123.953	456774	22
spotify:track:1TVtklT0k5giwQdpX0zMPY	Lakou Mizik	Ogou (Pran Ka Mwen) (16BL Extended Mix)	2022	day	Organic House / Downtempo	Anjunadeep	0.672	0.895	10	-12.104	0	0.0506	0.0129	0.835	0.0999	0.137	120.004	362863	-1
spotify:track:6YFRyll4isFUJrbHSeM1oJ	Lane 8	Atlas	2018	day	Progressive House	This Never Happened	0.641	0.563	6	-10.532	1	0.0566	0.296	0.924	0.122	0.171	122.001	350164	23
spotify:track:6zf6b2S8E2L3Z2iYiDFQfs	Lane 8	Brightest Lights (feat. POLIÇA)	2019	day	Melodic House & Techno	This Never Happened	0.698	0.641	5	-11.253	0	0.0397	0.323	0.826	0.114	0.262	125.012	412800	-1
spotify:track:2etTkYIfeK3ucvErbpFNo4	Lane 8	Feld (Extended Mix)	2019	day	Melodic House & Techno	Anjunadeep	0.594	0.697	0	-7.961	1	0.0358	0.17	0.958	0.0685	0.186	121.999	349547	-1
spotify:track:1Hy3CoHThqF0NBSmkmeR21	Lane 8	Fingerprint	2016	day	Tech House	This Never Happened	0.637	0.821	5	-8.781	0	0.0345	0.00857	0.866	0.154	0.303	123.988	404392	39
spotify:track:7iKtfxbX9YPXePGGMRuHAq	Lane 8	Groundhog Day	2020	day	Progressive House	This Never Happened	0.547	0.555	6	-11.731	1	0.0405	0.45	0.877	0.108	0.326	122.02	224262	22
spotify:track:3yYk5jhpqHF6lpIyvjhTRZ	Lane 8	Just	2019	day	Melodic House & Techno	This Never Happened	0.656	0.565	9	-11.195	0	0.0323	0.481	0.951	0.313	0.21	122.935	290732	22
spotify:track:2XgcOGlE73KWYa43Deq8OJ	Lane 8	Little by Little	2018	day	Melodic House & Techno	This Never Happened	0.649	0.771	9	-9.714	1	0.0412	0.00859	0.853	0.103	0.608	121.011	333223	-1
spotify:track:2Y6tsWU7hFsEa4MnjSQDay	Lane 8	Little Voices	2017	day	Progressive House	This Never Happened	0.548	0.78	1	-10.301	1	0.0342	0.08	0.857	0.101	0.292	124.981	399360	-1
spotify:track:0tYvvimIV3439bw4G2TuSs	Lane 8	Shooting Arrows (feat. POLIÇA)	2020	day	Progressive House	This Never Happened	0.659	0.557	9	-12.971	1	0.0363	0.0469	0.486	0.0985	0.168	124.03	303871	-1
spotify:track:2P4wRFA7ftewX1JdN3On2K	Lane 8	Sunday Song	2019	day	Melodic House & Techno	This Never Happened	0.493	0.707	0	-9.319	0	0.0308	0.0357	0.964	0.174	0.307	123.966	269516	-1
spotify:track:6bphSh1TloaNC4lrICLaXC	Lane 8	The Gift	2019	day	Melodic House & Techno	This Never Happened	0.564	0.837	11	-10.641	1	0.0323	0.00986	0.727	0.115	0.0391	123.983	246048	16
spotify:track:1iI699AYlweTOqAnuwFvIk	Lane 8	With Me	2016	day	Deep House	This Never Happened	0.801	0.52	6	-13.654	1	0.049	0.0163	0.77	0.139	0.265	121.991	348197	-1
spotify:track:2F3tkQHPXSMjYbRFAb8umU	Lane 8	Bluebird	2018	day	Electronica	This Never Happened	0.595	0.706	5	-11.805	0	0.039	0.625	0.94	0.111	0.0361	120.034	326000	22
spotify:track:1FsrWeQkkBuaCas6uYCSrQ	Lane 8	The Rope (feat. POLIÇA) (Anderholm Remix)	2020	day	Dance / Electro Pop	This Never Happened	0.66	0.706	0	-11.998	1	0.0429	0.7	0.387	0.112	0.0341	121.976	336383	22
spotify:track:15ygsHteyHJFVoEKwmPaRl	Lane 8	Don't Let Me Go	2019	day	Melodic House & Techno	This Never Happened	0.353	0.473	4	-10.471	1	0.0319	0.0861	0.311	0.104	0.13	123.974	274839	-1
spotify:track:3ibNDePuQr0M6WEzvj1x94	Lane 8	Road	2020	day	Melodic House & Techno	Armada Music Albums	0.689	0.514	11	-12.803	1	0.0383	0.512	0.449	0.0952	0.0963	121.985	238033	22
spotify:track:5MHCFvyPTk9XKRP7qUA9YH	Lane 8	Road (Dirty South Remix)	2020	day	Melodic House & Techno	This Never Happened	0.648	0.767	8	-9.97	0	0.0409	0.114	0.567	0.162	0.327	123.971	323226	-1
spotify:track:2iX21E2HXMrIdHJuO6j7GI	Lane 8	Hold On (Ben Böhmer Remix)	2018	day	Melodic House & Techno	This Never Happened	0.53	0.727	1	-9.957	0	0.049	0.153	0.0464	0.0818	0.039	123.969	307870	-1
spotify:track:4ehN6ipyhNjtWlQjtJtC8d	Lane 8	Stir Me Up (Khåen Remix)	2018	day	Melodic House & Techno	This Never Happened	0.664	0.729	9	-6.977	0	0.0476	0.013	0.241	0.137	0.124	124.984	319695	4
spotify:track:2tIv3DITNBTTayAM6Rewqi	Lane 8	And We Knew It Was Our Time	2020	day	Melodic House & Techno	This Never Happened	0.606	0.553	3	-9.637	0	0.0395	0.178	0.892	0.087	0.0354	124.011	563303	-1
spotify:track:5w4guYAuAwXFLEqs0E2vkn	Lane 8	No Captain (Dirty South Remix)	2018	day	Melodic House & Techno	This Never Happened	0.626	0.755	6	-10.491	0	0.0337	0.14	0.386	0.0938	0.372	122.008	347213	-1
spotify:track:4XwfhoBxa7KY2boXQoka3K	Lane 8	Shooting Arrows (Matt Fax Remix)	2020	day	Melodic House & Techno	This Never Happened	0.613	0.814	6	-8.928	0	0.0411	0.0325	0.592	0.345	0.244	124.998	276464	18
spotify:track:2LyzgklBz9PkjfIaSiZsst	Lane 8	Visions (Rinzen Remix)	2019	day	Progressive House	This Never Happened	0.69	0.836	1	-7.585	1	0.0292	0.0192	0.757	0.082	0.224	125.004	333120	26
spotify:track:1Ao2eaKcWOnOz8DFNIobNP	Lane 8	Diamonds (Original Mix)	2014	day	Deep House	Anjunadeep	0.663	0.675	2	-7.744	0	0.0425	0.022	0.489	0.0611	0.513	120.009	354060	-1
spotify:track:5TSwDA5UvNPnBu1maDYbDi	Lane 8	Ghost Voices (Lane 8 Remix)	2019	day	Progressive House	This Never Happened	0.611	0.571	2	-9.441	1	0.0317	0.0195	0.815	0.0988	0.039	123.0	304390	-1
spotify:track:4kZgxNJrexSsATXK1lQrQS	Lane 8	I / Y	2019	day	Melodic House & Techno	This Never Happened	0.523	0.718	0	-9.754	1	0.032	0.689	0.939	0.0733	0.151	121.984	354098	22
spotify:track:12zPuxbtkXOEeucwZ70FqO	Lars Beck	Silent Games (UOAK Remix)	2017	day	Dance / Electro Pop	Sekora	0.635	0.711	7	-9.092	1	0.111	0.517	0.201	0.0894	0.126	120.007	294000	22
spotify:track:6T0cqi5DxO1sf5B3EnKD9b	Larse	A Part Of (Riva Starr Saturn Mix)	2023	day	House	Defected	0.78	0.989	0	-4.306	1	0.057	0.0134	0.832	0.311	0.938	126.006	205734	7
spotify:track:2TBS2Fv46YICIQ54SyZAfi	Last Value	Times	2022	day	Melodic House & Techno	Hidden Jams	0.807	0.873	11	-7.863	0	0.0442	7.63e-05	0.814	0.0685	0.387	125.003	219960	5
spotify:track:36TDp73ujhbKnX6qxPqjmb	Laura van Dam	Needing You	2023	day	Trance (Main Floor)	Armind (Armada)	0.572	0.876	4	-8.422	1	0.045	0.00482	0.888	0.171	0.0369	126.055	216190	16
spotify:track:2mULLfBR8xQkgqhgY3LeGw	Laurent Wolf	No Stress (Stereoclip Remix)	2021	day	Melodic House & Techno	Armada Electronic Elements	0.7	0.721	4	-8.068	1	0.0498	0.0447	0.185	0.103	0.0858	124.954	216063	4
spotify:track:6XKNucvmF71E07feYtVLji	Layo & Bushwacka!	Love Story (vs Finally) (Paul Woolford 2023 Remix)	2023	day	House	XL Recordings	0.608	0.905	9	-5.147	0	0.0491	0.0164	0.0041	0.281	0.328	132.274	205228	4
spotify:track:4T2i7b1SkRTGHmT5Xr6ym9	Layton Giordani	Rabbit Hole	2022	day	Techno (Peak Time / Driving)	Drumcode	0.7	0.928	7	-4.397	1	0.0634	0.042	0.691	0.104	0.459	129.01	238142	5
spotify:track:7phh4OsQMToi4JFjje6IqC	Lee Burridge	Mona Yo (Original Mix)	2018	day	Melodic House & Techno	All Day I Dream	0.831	0.668	4	-10.101	0	0.0607	0.033	0.835	0.163	0.617	120.032	508224	9
spotify:track:3DkYVCIYyFWvaegulgdEI5	Lee Cabrera	Shake It (Just Us & AU-1 Remix (Club Mix)	2018	day	House	Cr2 Records	0.708	0.888	0	-6.504	1	0.0366	0.00138	0.87	0.611	0.104	123.993	418064	2
spotify:track:4ArXR1BgDMprgFOvBh77rv	Lee Cabrera	Shake It (Just Us & AU-1 Remix (Vocal Radio Edit)	2018	day	House	Cr2 Records	0.618	0.882	0	-4.888	1	0.0336	0.00212	0.0483	0.0637	0.811	123.977	175218	11
spotify:track:6K9bGnRNtycTuhS6mpsMrS	Lee Walker	Freak Like Me (Armand Van Helden Remix)	2016	day	House	Defected	0.858	0.678	11	-6.84	0	0.0602	0.000184	0.671	0.0878	0.326	122.999	408812	31
spotify:track:0qZPmHc2U0iseqxaiwJNpj	Leeman Brothers	Tension	2021	day	Mainstage	Salford City Records	0.684	0.512	0	-8.733	1	0.0429	0.000298	0.904	0.0832	0.202	122.978	369134	13
spotify:track:5zb7npjQqoJ7Kcpq4yD9qn	Leonard Cohen	You Want It Darker	2016	day	Folk rock	Columbia Records	0.674	0.327	4	-16.986	0	0.0574	0.613	0.199	0.0756	0.494	108.995	284373	22
spotify:track:7m7fvKgy2HBrVYXTZzupNt	Leonard Cohen	You Want It Darker (Paul Kalkbrenner Remix)	2016	day	Dance / Electro Pop	Paul Kalkbrenner Musik	0.733	0.717	4	-7.819	0	0.0715	0.0933	0.194	0.0958	0.294	124.003	432085	-1
spotify:track:5pBhzfZr8BbdqEYonJqWvL	Leroy Styles	Do You Remember	2022	day	Deep House	Other Days Records	0.78	0.528	2	-10.943	1	0.0678	0.0107	0.62	0.0422	0.529	123.006	455266	13
spotify:track:770Wrb1yzgHKODZ32U0kyQ	Lexer	Blackout	2022	day	Melodic House & Techno	ATLANT	0.689	0.598	11	-8.748	0	0.0848	0.00307	0.773	0.0968	0.407	124.0	397262	31
spotify:track:1O1eKFVVUiVChb3uDHXohb	Lexer	Felina	2019	day	Melodic House & Techno	Einmusika Recordings	0.846	0.847	6	-8.927	0	0.0552	0.0114	0.855	0.132	0.355	120.012	440019	35
spotify:track:4x1ilVJmSGb6V0SKvM7VBQ	Lexy & K-Paul	Happy Zombies (Paul Kalkbrenner Remix)	2018	day	Melodic House & Techno	MusicIsMusic	0.745	0.527	2	-8.202	1	0.0396	0.00324	0.87	0.0918	0.466	128.037	423532	13
spotify:track:2ymuOTZRriPFRyihMuiXwd	LEYZEN	Pandora	2021	day	Melodic House & Techno	Mobilee Records	0.742	0.923	11	-7.207	1	0.053	0.0133	0.824	0.153	0.189	124.997	424938	40
spotify:track:5vRdzo4tTRBSpGloaUf4ct	Lifelike	Discopolis 2.0 (MEDUZA Extended Remix)	2020	day	Progressive House	Armada Music	0.629	0.832	6	-8.042	0	0.0429	0.00267	0.83	0.112	0.0635	124.98	372485	-1
spotify:track:3K32ANLCdXoksai1blDHp6	Light Below	Find Yourself (Extended Mix)	2021	day	Melodic House & Techno	Sekora	0.732	0.921	6	-6.806	1	0.0476	0.0162	0.918	0.0651	0.952	123.994	296129	7
spotify:track:5JEuIrxJuQ8uwaV9oB3xqc	Lilly Palmer	Listen To Me	2019	day	Techno (Peak Time / Driving)	Senso Sounds	0.777	0.932	4	-5.154	1	0.0645	0.00014	0.887	0.0805	0.363	128.007	416281	8
spotify:track:7K3OyIuvYF1qcwr4xqILeu	Lilly Palmer	We Control	2022	day	Techno (Peak Time / Driving)	Drumcode	0.707	0.815	7	-6.2	1	0.147	0.00499	0.828	0.0874	0.148	133.024	206626	41
spotify:track:3k9FFXVPn3ua8dlpkxlCvZ	Lilly Wood and The Prick	Prayer in C (Robin Schulz Remix)	2014	day	Mainstage	Wagram Music	0.783	0.622	0	-6.384	1	0.0366	0.00261	0.0122	0.0641	0.878	123.004	322688	11
spotify:track:3ztXhsmAArhAJAf6eGnu0v	Lipless	Tied to You	2022	day	Deep House	Liberation Music	0.6	0.815	7	-8.41	1	0.0349	0.27	0.469	0.0812	0.334	125.969	220952	-1
spotify:track:5v0WLCuheXViMjHum0DoS7	Lissat & Voltaxx	Groovejet (Radio Edit)	2013	day	Nu Disco / Disco	Milk & Sugar	0.703	0.932	7	-4.181	1	0.0941	0.00526	0.00049	0.722	0.591	124.024	209978	2
spotify:track:5QXHmXfoiXIVgZWwnRpPSd	Lissat & Voltaxx	Groovejet (Andrey Exx & Fomichev Remix)	2013	day	Organic House / Downtempo	George V	0.9	0.416	2	-5.037	0	0.0344	0.118	0.265	0.0697	0.259	121.984	381639	15
spotify:track:4adc15o3AP0MXprmf8lEub	Literatura	Downtown (Dub Mix)	2021	day	Organic House / Downtempo	Connected Frontline	0.737	0.825	1	-9.502	1	0.0434	0.0168	0.849	0.089	0.0935	119.993	460261	-1
spotify:track:1sVdOozyeJfZ8kBbdlXi4Z	Loco & Jam	A Pinch Of Spice	2014	day	Techno (Peak Time / Driving)	MB Elektronics	0.73	0.873	7	-5.309	1	0.0428	5.95e-05	0.883	0.0947	0.298	125.008	406080	38
spotify:track:0ihobYmU0yxWaw0GpZFSpY	Loco & Jam	Breathe	2022	day	Techno (Peak Time / Driving)	There Is A Light	0.798	0.726	7	-5.907	1	0.0486	0.00173	0.916	0.0876	0.38	128.025	407000	38
spotify:track:4kaqizkr7cp8YLsWmf5l9b	London Grammar	Hey Now (ARTY Remix)	2023	day	Dance / Electro Pop	Metal & Dust Recordings Ltd	0.7	0.701	5	-5.109	1	0.126	0.0172	0.065	0.123	0.289	128.017	351053	-1
spotify:track:5XS3lOIRi2goJIcKMwEnOE	London Grammar	Lose Your Head (CamelPhat Remix)	2023	day	Melodic House & Techno	Ministry of Sound Recordings	0.553	0.862	1	-7.227	0	0.0388	0.0156	0.0245	0.364	0.072	122.954	216201	4
spotify:track:4hbOXMW5c5k7MQvQyMK0MX	London Grammar	Hell To The Liars (Gorgon City Remix)	2017	day	Melodic House & Techno	REALM Records	0.706	0.818	2	-8.38	0	0.037	0.00726	0.71	0.0929	0.422	124.995	355250	20
spotify:track:30TWiAIVFtv6vWDWww9viJ	London Grammar	If You Wait (Riva Starr Remix)	2014	day	House	Defected	0.924	0.464	0	-9.894	1	0.0836	0.00728	0.0773	0.0478	0.145	124.037	411225	-1
spotify:track:0McOrVxmad9tAYyxDOXOvm	Lone Tusker	Hey Now	2020	day	Deep House	Gahara	0.665	0.649	5	-8.167	1	0.0391	0.465	0.17	0.252	0.388	124.011	189677	22
spotify:track:5fR1gKyVaQOFsUe9XWz6Pg	Loods	Riviera	2021	day	House	Club Sweat	0.722	0.753	2	-6.905	1	0.0347	0.0014	0.849	0.101	0.781	127.018	212314	6
spotify:track:0IW2djoZGnj7S7hbxkbf5V	Lord Leopard	Love So Deep	2021	day	House	Edible	0.669	0.891	0	-5.365	0	0.0366	0.00186	0.00171	0.0305	0.595	126.977	222992	11
spotify:track:0frlZNWnbIBAKQFyVlnSKh	Lorenzo De Blanck	Okay	2021	day	Tech House	Moon Harbour Recordings	0.811	0.908	10	-9.291	0	0.0561	0.00479	0.916	0.0629	0.693	126.005	365833	7
spotify:track:04byXNmoXqrtafewavvNot	Lorenzo De Blanck	Okay (Ben Kim Remix)	2022	day	Tech House	Moon Harbour Recordings	0.799	0.861	6	-11.282	1	0.0578	0.00277	0.938	0.0727	0.76	129.991	341769	7
spotify:track:6ztl2wLGEE5T5z9jp6oHjM	Losless	Isometric Past	2021	day	Melodic House & Techno	Oddity Records	0.78	0.777	4	-11.469	0	0.0438	0.11	0.886	0.103	0.0339	123.996	413038	-1
spotify:track:3Fk5ZCKgaWlGo1cKTXtLlD	Love Regenerator	Moving	2020	day	Tech House	Columbia (Sony)	0.682	0.955	1	-6.916	0	0.0401	0.0586	0.00722	0.577	0.619	127.969	352531	2
spotify:track:4WSSEx2nV0qHdUEDj4LJ5d	Low Steppa	Sunshine	2020	day	House	Armada Deep	0.636	0.984	10	-5.572	0	0.0477	0.000471	0.134	0.371	0.0966	124.013	168194	4
spotify:track:1IkPg6cCScDHqSbbq61IXA	LP Giobbi	All In A Dream (Extended Mix)	2022	day	Melodic House & Techno	Counter Records	0.742	0.622	2	-9.696	0	0.034	0.0206	0.465	0.313	0.462	120.012	368144	-1
spotify:track:3njqaFNyjhhLKzWf1JLujj	Luca Morris	Gypsy Woman (La-Da-Dee)	2020	day	Techno (Peak Time / Driving)	Pink Revolver	0.738	0.892	1	-6.055	1	0.0567	0.00154	0.851	0.114	0.0694	129.992	445846	25
spotify:track:7jkbFX7HVKIX0rnEt96sTx	Luca Morris	Sunday (Phoenix Movement Remix)	2021	day	Techno (Peak Time / Driving)	Limbo Records	0.832	0.794	10	-7.341	1	0.0638	0.000543	0.83	0.0799	0.764	128.016	326687	7
spotify:track:0mtwjRvCajo2zNZ5LhfKG8	Luciano Garrido	El Nuevo Misterio	2018	day	Techno (Peak Time / Driving)	Amazing Music	0.81	0.746	11	-10.084	1	0.0653	0.0289	0.948	0.112	0.364	123.0	409747	31
spotify:track:6PqKie1yofhfbNKjqknrjg	Lukas Firtzer	Clausura	2021	day	Hard Techno	Suara	0.402	0.919	0	-6.156	1	0.0627	1.18e-05	0.799	0.074	0.282	140.009	354541	-1
spotify:track:5S05yk6muNyyEsaYBUFTyy	Luke Alessi	Feelin' Love	2021	day	Deep House	Thick As Thieves	0.739	0.828	1	-8.95	1	0.0343	0.00173	0.898	0.109	0.256	125.001	477719	-1
spotify:track:3TiPr9HxJ9PFbsFJeSV1mU	Luttrell	Layover	2019	day	Melodic House & Techno	Anjunadeep	0.695	0.693	6	-7.044	1	0.0458	0.0022	0.881	0.0377	0.471	122.998	347317	-1
spotify:track:6JTdAiYYc9tzXuVkFPgMVl	Luttrell	No Pressure	2020	day	Melodic House & Techno	Anjunadeep	0.693	0.497	0	-9.874	1	0.0517	0.00349	0.864	0.329	0.205	120.013	317687	13
spotify:track:2W4FT3BIFWBelHknPY5O5T	Luttrell	Gibberish (Extended Mix)	2019	day	Melodic House & Techno	Anjunadeep	0.727	0.497	6	-12.135	1	0.036	0.00972	0.264	0.11	0.0888	123.008	394746	-1
spotify:track:1n76yjwbtC0sDQCI6q7Ll2	LVTHER	Fabulous	2019	day	Dance / Electro Pop	Monstercat	0.837	0.443	6	-7.914	1	0.102	0.383	0.0	0.146	0.807	106.029	189176	12
spotify:track:4PdLMlGNrRF8Cq5GDSPdnX	Lycoriscoris	Shizumu (Extended Mix)	2021	day	Organic House / Downtempo	Anjunadeep	0.691	0.588	0	-14.019	0	0.044	0.369	0.867	0.142	0.226	122.005	366369	-1
spotify:track:4HWIkxnVUo56TmAsbbHFrd	Lövestad	We Are One	2021	day	Mainstage	Smash The House	0.758	0.43	4	-11.569	0	0.0356	0.0242	0.691	0.117	0.197	123.006	289756	-1
spotify:track:0FoSiffuAmaJ3VyPaebY6I	M83	Midnight City (Eric Prydz Private Remix)	2012	day	Mainstage	Pryda Presents	0.541	0.854	11	-7.54	0	0.0599	0.00145	0.695	0.129	0.351	125.021	361740	34
spotify:track:3g2Pv24yQKfRCZ2UFKhmXe	Maarten de Jong	Magnum Opus	2022	day	Trance (Main Floor)	Who's Afraid Of 138?!	0.368	0.98	4	-5.498	0	0.0575	0.0017	0.941	0.418	0.21	135.007	213361	17
spotify:track:6TcpM1p0xHy1smBjxEF73s	Maceo Plex	Conjure Dreams	2014	day	Techno (Peak Time / Driving)	Drumcode	0.687	0.744	2	-8.085	1	0.0545	0.000189	0.875	0.0924	0.526	124.012	441090	-1
